query	subject	e_value	bitscore	pident	length
P72181	sp|Q06481|APLP2_HUMAN	1.3	22.3	38.462	26
P72181	sp|O43291|SPIT2_HUMAN	8.7	19.2	25.714	35
P0A2P0	sp|P05067|A4_HUMAN	2.9	20.8	28.261	46
P0A2P0	sp|Q02388|CO7A1_HUMAN	4.4	20.0	29.897	97
P0A2P0	sp|P12111|CO6A3_HUMAN	6.7	19.6	38.71	31
P0A2P0	sp|P12111|CO6A3_HUMAN	7.9	19.2	47.368	19
O14340	sp|Q8IUA0|WFDC8_HUMAN	0.63	24.3	40.909	22
O14340	sp|P12111|CO6A3_HUMAN	1.9	23.1	44.0	25
O14340	sp|Q06481|APLP2_HUMAN	2.0	22.7	50.0	18
O14340	sp|Q02388|CO7A1_HUMAN	2.6	22.7	25.862	58
O14340	sp|O95428|PPN_HUMAN	5.1	21.6	22.5	40
O14340	sp|O95428|PPN_HUMAN	6.0	21.6	28.261	46
O14340	sp|Q8TEU8|WFKN2_HUMAN	6.7	21.2	24.286	70
O14340	sp|O43291|SPIT2_HUMAN	7.3	20.8	34.783	23
J9VH94	sp|Q02388|CO7A1_HUMAN	3.2	22.3	54.167	24
J9VH94	sp|P05067|A4_HUMAN	4.3	21.6	27.027	37
J9VH94	sp|P05067|A4_HUMAN	6.6	21.2	22.449	49
J9VH94	sp|P12111|CO6A3_HUMAN	8.8	20.8	66.667	12
J9VH94	sp|O43278|SPIT1_HUMAN	9.6	20.4	40.909	22
Q3IQZ0	sp|P12111|CO6A3_HUMAN	2.4	21.6	32.812	64
Q3IQZ0	sp|P05067|A4_HUMAN	2.6	21.2	22.018	109
Q3IQZ0	sp|O95428|PPN_HUMAN	3.1	21.2	28.571	35
Q3IQZ0	sp|O95428|PPN_HUMAN	5.5	20.4	50.0	12
P33009	sp|Q8TEU8|WFKN2_HUMAN	0.36	23.5	30.769	65
P33009	sp|Q96NZ8|WFKN1_HUMAN	0.65	22.7	41.86	43
P33009	sp|P12111|CO6A3_HUMAN	1.3	21.9	27.273	88
A4SC45	sp|P12111|CO6A3_HUMAN	6.5	19.6	37.931	29
A4SC45	sp|Q02388|CO7A1_HUMAN	8.9	19.2	22.449	49
Q58444	sp|Q06481|APLP2_HUMAN	6.2	20.0	33.333	24
Q765P1	sp|Q2UY09|COSA1_HUMAN	2.3	20.0	37.5	24
Q765P1	sp|Q8TEU8|WFKN2_HUMAN	4.2	19.2	27.119	59
Q765P1	sp|P05067|A4_HUMAN	4.6	18.9	30.769	26
Q765P1	sp|Q06481|APLP2_HUMAN	7.6	18.5	27.273	22
Q765P1	sp|Q02388|CO7A1_HUMAN	8.7	18.1	37.143	35
Q02NA3	sp|Q96NZ8|WFKN1_HUMAN	0.59	23.1	29.412	68
Q02NA3	sp|Q02388|CO7A1_HUMAN	1.3	21.9	35.714	28
Q02NA3	sp|P12111|CO6A3_HUMAN	4.4	20.4	27.941	68
Q02NA3	sp|P12111|CO6A3_HUMAN	5.9	20.0	50.0	18
Q02NA3	sp|P12111|CO6A3_HUMAN	8.6	19.2	42.857	21
Q02NA3	sp|Q2UY09|COSA1_HUMAN	5.0	20.0	26.19	42
Q02NA3	sp|Q2UY09|COSA1_HUMAN	5.0	20.0	41.379	29
Q06FP1	sp|P05067|A4_HUMAN	0.89	16.9	62.5	8
Q06FP1	sp|P10646|TFPI1_HUMAN	1.2	16.5	55.556	9
Q06FP1	sp|Q02388|CO7A1_HUMAN	2.8	15.4	57.143	7
Q06FP1	sp|P48307|TFPI2_HUMAN	6.7	14.6	44.444	9
P65002	sp|P12111|CO6A3_HUMAN	0.66	23.1	22.93	157
P65002	sp|Q02388|CO7A1_HUMAN	5.8	20.0	77.778	9
A3MFT4	sp|O43291|SPIT2_HUMAN	1.6	21.2	23.333	30
A3MFT4	sp|P48307|TFPI2_HUMAN	3.0	20.0	36.364	22
A3MFT4	sp|Q02388|CO7A1_HUMAN	4.8	19.6	33.333	27
A3MFT4	sp|P02760|AMBP_HUMAN	5.3	19.2	21.053	114
A3MFT4	sp|Q06481|APLP2_HUMAN	9.9	18.5	47.826	23
Q6F240	sp|P12111|CO6A3_HUMAN	7.8	18.1	50.0	14
Q6F240	sp|P05067|A4_HUMAN	9.1	17.7	26.471	34
P76540	sp|P02760|AMBP_HUMAN	4.2	18.5	21.505	93
P76540	sp|Q02388|CO7A1_HUMAN	9.3	17.3	33.333	18
A2C9U0	sp|P12111|CO6A3_HUMAN	2.0	22.3	28.889	45
A2C9U0	sp|P12111|CO6A3_HUMAN	7.8	20.4	40.0	20
A2C9U0	sp|Q2UY09|COSA1_HUMAN	6.0	20.8	57.143	14
Q46AN2	sp|P12111|CO6A3_HUMAN	0.33	23.9	25.641	78
Q46AN2	sp|P05067|A4_HUMAN	2.2	21.2	40.0	20
Q46AN2	sp|Q8TEU8|WFKN2_HUMAN	6.4	19.6	54.545	11
Q71X09	sp|O43291|SPIT2_HUMAN	0.88	21.6	29.268	41
Q71X09	sp|Q02388|CO7A1_HUMAN	1.5	21.2	41.935	31
Q71X09	sp|Q06481|APLP2_HUMAN	8.8	18.9	24.324	37
A7I2H6	sp|Q02388|CO7A1_HUMAN	2.2	20.8	45.833	24
A7I2H6	sp|Q8TEU8|WFKN2_HUMAN	5.5	19.6	32.0	25
A7I2H6	sp|P12111|CO6A3_HUMAN	6.3	19.6	24.324	37
A7I2H6	sp|P12111|CO6A3_HUMAN	8.4	19.2	38.889	18
A7I2H6	sp|O43291|SPIT2_HUMAN	6.4	19.2	25.806	31
A7I2H6	sp|O43278|SPIT1_HUMAN	7.2	19.2	27.027	37
Q9RX35	sp|P12111|CO6A3_HUMAN	1.4	21.2	26.0	50
Q9RX35	sp|P12111|CO6A3_HUMAN	3.0	20.0	30.303	33
Q9RX35	sp|P12111|CO6A3_HUMAN	3.1	20.0	22.449	49
Q9RX35	sp|P12111|CO6A3_HUMAN	4.6	19.6	25.352	71
Q9RX35	sp|Q02388|CO7A1_HUMAN	2.0	20.8	35.484	31
Q9RX35	sp|Q02388|CO7A1_HUMAN	7.5	18.9	41.176	34
Q9RX35	sp|Q02388|CO7A1_HUMAN	7.9	18.9	46.154	13
Q5FKF4	sp|P12111|CO6A3_HUMAN	0.44	23.5	23.457	81
Q5FKF4	sp|P12111|CO6A3_HUMAN	1.7	21.6	28.378	74
Q5FKF4	sp|Q06481|APLP2_HUMAN	4.1	20.0	22.414	58
Q5FKF4	sp|Q06481|APLP2_HUMAN	4.4	20.0	44.444	18
A3LWY2	sp|P12111|CO6A3_HUMAN	0.3	24.3	28.378	74
A3LWY2	sp|P12111|CO6A3_HUMAN	6.8	20.0	29.63	27
A3LWY2	sp|Q8TEU8|WFKN2_HUMAN	1.3	21.9	24.0	50
A3LWY2	sp|Q02388|CO7A1_HUMAN	5.3	20.0	33.333	36
A3LWY2	sp|Q06481|APLP2_HUMAN	6.1	20.0	30.303	33
A3LWY2	sp|O95428|PPN_HUMAN	6.5	20.0	53.846	13
A3LWY2	sp|Q96NZ8|WFKN1_HUMAN	6.8	19.6	25.532	47
A3LWY2	sp|Q9BQY6|WFDC6_HUMAN	8.8	18.9	31.034	29
P0AG03	sp|O95428|PPN_HUMAN	3.1	19.2	42.105	19
P0AG03	sp|P05067|A4_HUMAN	3.9	18.9	30.303	33
P0AG03	sp|Q02388|CO7A1_HUMAN	6.5	18.1	37.5	48
P00935	sp|Q02388|CO7A1_HUMAN	1.8	21.2	35.714	70
P00935	sp|P12111|CO6A3_HUMAN	9.2	18.9	26.471	34
Q5HJZ5	sp|Q8TEU8|WFKN2_HUMAN	0.067	25.8	23.729	118
Q5HJZ5	sp|Q8TEU8|WFKN2_HUMAN	0.17	24.6	25.962	104
Q5HJZ5	sp|Q8TEU8|WFKN2_HUMAN	5.2	20.0	23.333	60
Q5HJZ5	sp|Q96NZ8|WFKN1_HUMAN	0.94	22.3	32.558	43
Q5HJZ5	sp|P48307|TFPI2_HUMAN	2.6	20.8	44.0	25
Q5HJZ5	sp|Q06481|APLP2_HUMAN	3.9	20.4	85.714	7
Q5HJZ5	sp|P12111|CO6A3_HUMAN	4.0	20.4	25.333	75
Q5HJZ5	sp|Q02388|CO7A1_HUMAN	5.9	19.6	40.0	20
Q5HJZ5	sp|Q02388|CO7A1_HUMAN	8.0	19.2	22.667	75
Q9CZS1	sp|Q96NZ8|WFKN1_HUMAN	6.8	19.6	41.935	31
Q9CZS1	sp|P12111|CO6A3_HUMAN	9.7	19.2	20.202	99
P0DMI1	sp|Q02388|CO7A1_HUMAN	2.0	21.9	76.923	13
P0DMI1	sp|Q02388|CO7A1_HUMAN	6.6	20.4	72.727	11
P0DMI1	sp|Q02388|CO7A1_HUMAN	9.3	19.6	70.0	10
P0DMI1	sp|Q02388|CO7A1_HUMAN	9.7	19.6	25.455	55
P0DMI1	sp|Q06481|APLP2_HUMAN	3.5	21.2	40.909	22
P0DMI1	sp|P12111|CO6A3_HUMAN	5.0	20.8	43.478	23
P0DMI1	sp|P02760|AMBP_HUMAN	5.9	20.4	22.876	153
Q9KUB7	sp|P12111|CO6A3_HUMAN	2.6	18.9	36.364	33
Q9KUB7	sp|P12111|CO6A3_HUMAN	7.6	17.3	66.667	9
Q9KUB7	sp|O95428|PPN_HUMAN	9.0	16.9	34.615	26
Q0HL77	sp|Q02388|CO7A1_HUMAN	1.9	21.6	32.812	64
Q9YGC7	sp|Q02388|CO7A1_HUMAN	0.036	23.1	39.394	33
Q9YGC7	sp|Q02388|CO7A1_HUMAN	0.42	20.0	52.941	17
Q9YGC7	sp|Q02388|CO7A1_HUMAN	5.3	16.9	45.0	20
Q9YGC7	sp|O43291|SPIT2_HUMAN	1.5	18.5	47.368	19
Q9YGC7	sp|O43278|SPIT1_HUMAN	1.7	18.5	50.0	14
Q9YGC7	sp|O95428|PPN_HUMAN	2.9	17.7	32.258	31
Q9YGC7	sp|O95428|PPN_HUMAN	4.0	17.3	36.364	22
Q9YGC7	sp|P05067|A4_HUMAN	9.8	16.2	55.556	9
Q6YZ97	sp|P12111|CO6A3_HUMAN	1.6	20.4	33.333	39
Q6YZ97	sp|P12111|CO6A3_HUMAN	2.9	19.6	56.25	16
Q6YZ97	sp|Q8TEU8|WFKN2_HUMAN	5.3	18.9	37.037	27
A7ZEZ4	sp|P12111|CO6A3_HUMAN	0.52	21.9	38.095	21
A7ZEZ4	sp|P48307|TFPI2_HUMAN	4.1	18.9	42.105	19
A7ZEZ4	sp|O95428|PPN_HUMAN	5.4	18.9	31.818	22
B1JL36	sp|O95428|PPN_HUMAN	1.4	21.9	38.889	18
B1JL36	sp|O95428|PPN_HUMAN	3.7	20.4	38.095	21
B1JL36	sp|O95428|PPN_HUMAN	5.4	20.0	35.484	31
B1JL36	sp|Q06481|APLP2_HUMAN	4.2	20.0	47.059	17
B1JL36	sp|P12111|CO6A3_HUMAN	9.6	19.2	34.043	47
B1JL36	sp|Q9BQY6|WFDC6_HUMAN	9.7	18.5	46.667	15
O25801	sp|Q02388|CO7A1_HUMAN	8.8	18.9	37.5	24
Q54970	sp|Q2UY09|COSA1_HUMAN	3.8	20.8	26.923	26
Q54970	sp|P10646|TFPI1_HUMAN	8.0	19.6	31.818	22
Q54970	sp|Q96NZ8|WFKN1_HUMAN	8.5	19.6	29.31	58
B7KWT5	sp|O95428|PPN_HUMAN	0.091	23.1	28.571	49
B7KWT5	sp|Q02388|CO7A1_HUMAN	5.2	17.7	37.5	24
B7KWT5	sp|P12111|CO6A3_HUMAN	8.9	17.3	38.095	21
Q8RWG3	sp|P12111|CO6A3_HUMAN	0.16	25.8	46.154	26
Q8RWG3	sp|Q8TEU8|WFKN2_HUMAN	1.4	22.3	23.529	68
Q8RWG3	sp|Q96NZ8|WFKN1_HUMAN	3.3	21.2	45.455	22
Q8RWG3	sp|O95428|PPN_HUMAN	7.4	20.4	31.034	29
Q8RWG3	sp|O95428|PPN_HUMAN	7.7	20.0	30.435	23
B5Z4B3	sp|O95428|PPN_HUMAN	1.4	21.6	26.437	87
B5Z4B3	sp|O95428|PPN_HUMAN	2.3	20.8	28.571	77
B5Z4B3	sp|P12111|CO6A3_HUMAN	1.7	21.6	58.824	17
B5Z4B3	sp|P12111|CO6A3_HUMAN	3.0	20.8	31.707	41
B5Z4B3	sp|P12111|CO6A3_HUMAN	3.6	20.4	38.596	57
B5Z4B3	sp|P12111|CO6A3_HUMAN	4.4	20.0	26.087	46
B5Z4B3	sp|P12111|CO6A3_HUMAN	9.3	18.9	53.846	13
B5Z4B3	sp|P12111|CO6A3_HUMAN	9.8	18.9	57.143	14
B5Z4B3	sp|Q9BQY6|WFDC6_HUMAN	9.9	18.5	41.176	17
Q2NWC8	sp|Q02388|CO7A1_HUMAN	0.61	21.6	36.667	30
Q2NWC8	sp|Q96NZ8|WFKN1_HUMAN	5.1	18.5	54.545	11
Q2NWC8	sp|Q9BQY6|WFDC6_HUMAN	7.6	17.7	25.806	31
Q9XJ58	sp|P49223|SPIT3_HUMAN	9.2	18.1	83.333	6
Q4UKI1	sp|Q2UY09|COSA1_HUMAN	0.04	25.8	27.536	69
Q4UKI1	sp|Q96NZ8|WFKN1_HUMAN	4.2	19.2	28.125	32
Q4UKI1	sp|Q02388|CO7A1_HUMAN	8.3	18.5	39.13	23
Q4UKI1	sp|P05067|A4_HUMAN	8.3	18.5	29.412	34
O75674	sp|Q02388|CO7A1_HUMAN	0.85	22.7	34.211	38
O75674	sp|Q02388|CO7A1_HUMAN	3.3	20.8	28.571	35
O75674	sp|Q02388|CO7A1_HUMAN	9.0	19.2	53.846	13
O75674	sp|Q02388|CO7A1_HUMAN	10.0	19.2	26.471	34
O75674	sp|P12111|CO6A3_HUMAN	1.9	21.6	29.787	47
O75674	sp|P12111|CO6A3_HUMAN	3.1	20.8	52.632	19
O75674	sp|P02760|AMBP_HUMAN	7.5	19.2	33.333	18
Q9PR42	sp|P12111|CO6A3_HUMAN	0.049	27.7	25.806	62
Q9PR42	sp|P12111|CO6A3_HUMAN	8.7	20.4	50.0	14
Q9PR42	sp|O95428|PPN_HUMAN	0.38	24.6	36.364	33
Q9PR42	sp|Q02388|CO7A1_HUMAN	0.67	23.9	35.556	45
Q9PR42	sp|Q8TEU8|WFKN2_HUMAN	6.8	20.8	30.0	100
Q9PR42	sp|Q8TEU8|WFKN2_HUMAN	8.2	20.4	32.558	43
Q9PR42	sp|Q06481|APLP2_HUMAN	7.8	20.4	21.154	104
Q9PR42	sp|P48307|TFPI2_HUMAN	8.2	20.0	35.294	34
Q9PR42	sp|P49223|SPIT3_HUMAN	9.2	19.2	46.154	13
Q9VW87	sp|P12111|CO6A3_HUMAN	3.5	18.9	29.032	31
Q9VW87	sp|P12111|CO6A3_HUMAN	5.5	18.1	27.778	54
Q9VW87	sp|O43291|SPIT2_HUMAN	7.3	17.7	17.949	39
Q9VW87	sp|Q02388|CO7A1_HUMAN	8.3	17.7	46.667	15
A8FR77	sp|P12111|CO6A3_HUMAN	2.8	20.8	37.5	16
A8FR77	sp|P05067|A4_HUMAN	7.2	19.2	31.25	32
A8FR77	sp|Q96NZ8|WFKN1_HUMAN	7.9	19.2	53.333	15
Q6PBY1	sp|O95428|PPN_HUMAN	0.12	24.3	42.308	26
Q6PBY1	sp|O95428|PPN_HUMAN	6.3	18.9	54.545	11
Q6PBY1	sp|P02760|AMBP_HUMAN	4.6	19.2	24.49	49
Q6PBY1	sp|Q8IUA0|WFDC8_HUMAN	5.3	18.9	28.571	28
Q6PBY1	sp|Q02388|CO7A1_HUMAN	5.3	19.2	42.857	21
Q6PBY1	sp|Q8TEU8|WFKN2_HUMAN	8.2	18.5	66.667	9
Q6PBY1	sp|O43278|SPIT1_HUMAN	9.6	18.1	63.636	11
A2S4N1	sp|Q96NZ8|WFKN1_HUMAN	0.15	24.3	30.769	26
A2S4N1	sp|P12111|CO6A3_HUMAN	0.22	23.9	31.579	38
A2S4N1	sp|Q2UY09|COSA1_HUMAN	3.1	20.0	29.032	31
A2S4N1	sp|P10646|TFPI1_HUMAN	7.4	18.9	46.154	13
A2S4N1	sp|O43291|SPIT2_HUMAN	8.1	18.5	47.059	17
A2S4N1	sp|O43291|SPIT2_HUMAN	9.4	18.5	44.444	18
A0AIW8	sp|Q8IUA0|WFDC8_HUMAN	0.94	22.3	27.536	69
A0AIW8	sp|Q2UY09|COSA1_HUMAN	2.9	21.2	29.032	31
A0AIW8	sp|P48307|TFPI2_HUMAN	3.2	20.8	24.051	79
A0AIW8	sp|O95428|PPN_HUMAN	3.6	20.8	25.641	39
B5EN71	sp|O95428|PPN_HUMAN	1.3	19.6	38.462	13
B5EN71	sp|O95428|PPN_HUMAN	7.8	16.9	66.667	9
B5EN71	sp|P10646|TFPI1_HUMAN	2.5	18.5	30.769	26
B5EN71	sp|Q8IUA0|WFDC8_HUMAN	3.4	18.1	26.829	41
B5EN71	sp|P02760|AMBP_HUMAN	3.9	18.1	18.75	48
B5EN71	sp|O43291|SPIT2_HUMAN	8.1	16.9	60.0	10
B5EN71	sp|Q2UY09|COSA1_HUMAN	9.6	16.9	31.707	41
Q7WQM6	sp|Q02388|CO7A1_HUMAN	1.7	21.9	27.451	51
Q7WQM6	sp|O95428|PPN_HUMAN	4.7	20.8	45.455	22
Q7WQM6	sp|Q2UY09|COSA1_HUMAN	8.3	19.6	24.39	41
Q7WQM6	sp|Q2UY09|COSA1_HUMAN	9.7	19.6	23.077	39
Q8HXP2	sp|P12111|CO6A3_HUMAN	3.4	19.2	36.364	22
Q8HXP2	sp|P12111|CO6A3_HUMAN	3.9	18.9	47.368	19
Q8HXP2	sp|O43278|SPIT1_HUMAN	4.3	18.9	29.63	27
Q07DY6	sp|Q8TEU8|WFKN2_HUMAN	0.023	27.7	27.143	70
Q07DY6	sp|P12111|CO6A3_HUMAN	6.7	19.6	34.783	23
Q07DY6	sp|P12111|CO6A3_HUMAN	7.5	19.6	28.571	56
A9R5A3	sp|P05067|A4_HUMAN	1.7	22.3	38.235	34
A9R5A3	sp|P05067|A4_HUMAN	4.8	21.2	29.921	127
A9R5A3	sp|P48307|TFPI2_HUMAN	3.9	21.2	39.13	23
A9R5A3	sp|P12111|CO6A3_HUMAN	4.4	21.2	40.0	20
P69684	sp|Q06481|APLP2_HUMAN	1.1	22.7	23.75	80
P69684	sp|Q2UY09|COSA1_HUMAN	3.5	20.8	66.667	12
P69684	sp|P02760|AMBP_HUMAN	5.1	20.4	36.0	25
P69684	sp|P02760|AMBP_HUMAN	6.0	20.0	40.0	15
P69684	sp|O95428|PPN_HUMAN	5.2	20.4	23.585	106
P69684	sp|Q02388|CO7A1_HUMAN	6.1	20.0	31.707	41
P69684	sp|P12111|CO6A3_HUMAN	8.8	19.6	25.49	51
Q6NE63	sp|P12111|CO6A3_HUMAN	7.7	19.2	32.5	40
Q9X6P2	sp|O95428|PPN_HUMAN	3.4	20.0	43.75	16
Q9X6P2	sp|O95428|PPN_HUMAN	7.0	18.9	37.5	16
Q9X6P2	sp|P02760|AMBP_HUMAN	4.6	19.2	24.658	73
Q8G7Z8	sp|Q2UY09|COSA1_HUMAN	0.14	24.3	31.429	35
Q8G7Z8	sp|O43291|SPIT2_HUMAN	2.5	20.0	36.0	25
Q8G7Z8	sp|P49223|SPIT3_HUMAN	6.5	18.1	33.333	18
Q8G7Z8	sp|Q02388|CO7A1_HUMAN	7.1	18.9	36.0	25
Q8G7Z8	sp|P12111|CO6A3_HUMAN	7.9	18.5	35.0	20
Q8G7Z8	sp|P12111|CO6A3_HUMAN	8.7	18.5	36.364	22
Q8G7Z8	sp|P12111|CO6A3_HUMAN	8.9	18.5	38.889	18
Q5NFU6	sp|P05067|A4_HUMAN	5.4	18.5	26.316	57
Q5NFU6	sp|P12111|CO6A3_HUMAN	5.8	18.5	28.571	35
Q5NFU6	sp|Q02388|CO7A1_HUMAN	6.5	18.5	53.846	13
Q5NFU6	sp|Q96NZ8|WFKN1_HUMAN	8.4	18.1	30.303	33
Q9EPW0	sp|P10646|TFPI1_HUMAN	0.86	23.5	34.146	41
Q9EPW0	sp|P10646|TFPI1_HUMAN	2.1	22.3	35.714	28
Q9EPW0	sp|P12111|CO6A3_HUMAN	1.2	23.1	31.579	38
Q9EPW0	sp|O95925|EPPI_HUMAN	1.7	21.9	32.692	52
Q9EPW0	sp|O95925|EPPI_HUMAN	7.8	20.0	31.579	19
Q9EPW0	sp|Q02388|CO7A1_HUMAN	2.4	22.3	31.111	45
Q9EPW0	sp|Q02388|CO7A1_HUMAN	8.8	20.4	47.059	17
Q9EPW0	sp|O43278|SPIT1_HUMAN	2.6	21.9	35.714	28
Q9EPW0	sp|Q8TEU8|WFKN2_HUMAN	7.0	20.4	30.556	36
Q6KAI0	sp|Q8TEU8|WFKN2_HUMAN	1.2	23.1	26.471	34
Q6KAI0	sp|Q02388|CO7A1_HUMAN	1.2	23.1	47.619	21
Q0SRE3	sp|Q02388|CO7A1_HUMAN	2.6	21.6	20.833	48
Q0SRE3	sp|Q06481|APLP2_HUMAN	7.1	20.0	30.769	39
Q0SRE3	sp|P12111|CO6A3_HUMAN	7.7	20.0	26.667	60
Q0SRE3	sp|P12111|CO6A3_HUMAN	9.0	19.6	25.714	35
Q88DZ3	sp|Q2UY09|COSA1_HUMAN	0.96	20.8	32.143	28
Q8N136	sp|P12111|CO6A3_HUMAN	0.098	25.4	28.0	50
Q8N136	sp|P02760|AMBP_HUMAN	2.6	20.8	44.444	27
Q8N136	sp|Q02388|CO7A1_HUMAN	2.7	20.8	21.053	38
Q8N136	sp|Q8TEU8|WFKN2_HUMAN	7.3	19.2	37.037	27
Q8N136	sp|Q06481|APLP2_HUMAN	9.6	18.9	33.333	27
F4JYE9	sp|P12111|CO6A3_HUMAN	3.3	20.8	38.095	21
F4JYE9	sp|Q96NZ8|WFKN1_HUMAN	8.0	19.6	23.188	69
A7HZW1	sp|Q96NZ8|WFKN1_HUMAN	3.1	20.8	35.0	20
A7HZW1	sp|O95428|PPN_HUMAN	4.4	20.4	42.105	19
Q6GF14	sp|Q02388|CO7A1_HUMAN	0.17	25.0	32.857	70
Q6GF14	sp|Q02388|CO7A1_HUMAN	7.7	19.2	31.579	38
Q6GF14	sp|P12111|CO6A3_HUMAN	0.23	24.3	28.0	50
Q6GF14	sp|O95428|PPN_HUMAN	5.6	20.0	26.923	78
B7M4I1	sp|P12111|CO6A3_HUMAN	0.54	23.1	29.268	41
B7M4I1	sp|P12111|CO6A3_HUMAN	2.3	20.8	20.27	148
B7M4I1	sp|P12111|CO6A3_HUMAN	5.9	19.6	26.923	52
B7M4I1	sp|O95428|PPN_HUMAN	2.6	20.8	39.13	23
B7M4I1	sp|Q02388|CO7A1_HUMAN	4.1	20.0	58.333	12
Q326G6	sp|O95428|PPN_HUMAN	0.54	23.5	22.0	50
Q326G6	sp|Q02388|CO7A1_HUMAN	1.7	21.9	40.741	27
Q326G6	sp|Q02388|CO7A1_HUMAN	7.4	19.6	43.75	16
Q326G6	sp|P12111|CO6A3_HUMAN	2.6	21.2	53.846	13
Q326G6	sp|P12111|CO6A3_HUMAN	4.3	20.4	29.545	44
Q18EC4	sp|O43291|SPIT2_HUMAN	7.9	18.1	32.0	25
P02523	sp|P12111|CO6A3_HUMAN	0.2	23.5	33.333	30
P02523	sp|P12111|CO6A3_HUMAN	5.1	18.9	58.333	12
P02523	sp|P12111|CO6A3_HUMAN	9.3	18.1	31.25	64
P02523	sp|O95428|PPN_HUMAN	2.3	20.0	34.375	32
P02523	sp|O95925|EPPI_HUMAN	5.3	18.5	42.857	14
P02523	sp|O43291|SPIT2_HUMAN	7.4	18.5	32.258	31
P02523	sp|O43291|SPIT2_HUMAN	9.9	18.1	53.846	13
P02523	sp|P05067|A4_HUMAN	8.9	18.1	27.778	36
A1REZ3	sp|Q2UY09|COSA1_HUMAN	1.5	21.2	28.571	28
A1REZ3	sp|Q02388|CO7A1_HUMAN	3.6	20.0	41.176	17
A1REZ3	sp|Q8TEU8|WFKN2_HUMAN	7.7	18.9	43.75	16
P23004	sp|O95428|PPN_HUMAN	2.5	20.8	31.579	19
P23004	sp|O95428|PPN_HUMAN	8.0	19.2	32.692	52
P23004	sp|P12111|CO6A3_HUMAN	7.2	19.6	27.586	29
P23004	sp|P12111|CO6A3_HUMAN	9.1	19.2	63.636	11
B2SH99	sp|Q02388|CO7A1_HUMAN	0.4	24.6	41.176	34
B2SH99	sp|Q02388|CO7A1_HUMAN	1.3	23.1	43.243	37
B2SH99	sp|Q02388|CO7A1_HUMAN	1.4	22.7	35.294	34
B2SH99	sp|Q02388|CO7A1_HUMAN	1.8	22.7	52.941	17
B2SH99	sp|Q02388|CO7A1_HUMAN	5.4	20.8	45.0	20
B2SH99	sp|Q02388|CO7A1_HUMAN	6.2	20.8	35.135	37
B2SH99	sp|Q02388|CO7A1_HUMAN	6.7	20.8	39.474	38
B2SH99	sp|Q2UY09|COSA1_HUMAN	0.53	24.3	24.444	45
B2SH99	sp|Q2UY09|COSA1_HUMAN	1.4	22.7	42.857	35
B2SH99	sp|Q2UY09|COSA1_HUMAN	2.2	22.3	26.984	63
B2SH99	sp|P12111|CO6A3_HUMAN	0.96	23.5	29.787	47
B2SH99	sp|P12111|CO6A3_HUMAN	3.4	21.6	29.167	48
Q5U820	sp|Q8TEU8|WFKN2_HUMAN	1.9	23.1	25.843	89
Q5U820	sp|P12111|CO6A3_HUMAN	6.0	21.6	19.54	87
Q5U820	sp|Q02388|CO7A1_HUMAN	8.0	21.2	66.667	12
B7JS05	sp|P12111|CO6A3_HUMAN	8.2	19.2	28.125	32
B2J1W1	sp|P12111|CO6A3_HUMAN	0.86	22.3	30.189	53
B2J1W1	sp|P12111|CO6A3_HUMAN	8.8	18.9	45.0	20
B2J1W1	sp|O43278|SPIT1_HUMAN	2.4	20.8	39.286	28
B2J1W1	sp|O95428|PPN_HUMAN	6.2	19.6	31.25	32
B2J1W1	sp|Q02388|CO7A1_HUMAN	7.0	19.2	41.176	17
B2J1W1	sp|Q02388|CO7A1_HUMAN	10.0	18.9	50.0	18
B2J1W1	sp|Q96NZ8|WFKN1_HUMAN	8.4	18.9	43.478	23
B2J1W1	sp|Q9BQY6|WFDC6_HUMAN	8.7	18.5	54.545	11
Q1GPJ7	sp|Q02388|CO7A1_HUMAN	0.27	23.1	29.167	24
Q1GPJ7	sp|Q2UY09|COSA1_HUMAN	0.69	21.9	43.478	23
Q1GPJ7	sp|O95428|PPN_HUMAN	2.0	20.4	25.0	80
Q1GPJ7	sp|O95428|PPN_HUMAN	8.3	18.5	23.404	47
Q1GPJ7	sp|Q96NZ8|WFKN1_HUMAN	4.3	19.2	32.0	25
Q8BGV9	sp|P12111|CO6A3_HUMAN	6.5	19.6	46.667	15
Q8BGV9	sp|P12111|CO6A3_HUMAN	8.5	19.2	32.075	53
Q8BGV9	sp|Q02388|CO7A1_HUMAN	9.3	19.2	50.0	14
A0RVY8	sp|Q2UY09|COSA1_HUMAN	1.6	19.2	52.941	17
B5XIF6	sp|Q02388|CO7A1_HUMAN	2.5	17.3	34.783	23
B5XIF6	sp|P10646|TFPI1_HUMAN	3.5	16.5	54.545	11
B5XIF6	sp|P12111|CO6A3_HUMAN	4.0	16.5	40.741	27
Q7AKQ5	sp|P12111|CO6A3_HUMAN	0.51	22.3	26.087	69
Q7AKQ5	sp|P12111|CO6A3_HUMAN	6.3	18.9	40.0	35
Q7AKQ5	sp|P05067|A4_HUMAN	7.3	18.9	33.333	36
Q7AKQ5	sp|P49223|SPIT3_HUMAN	9.4	17.7	30.0	20
B3H2X7	sp|P12111|CO6A3_HUMAN	8.8	19.6	40.741	27
Q5HXE4	sp|Q96NZ8|WFKN1_HUMAN	0.89	22.7	23.288	73
Q5HXE4	sp|P12111|CO6A3_HUMAN	2.1	21.6	50.0	18
